MyUnknownColumn,order_id,order_item_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_city,seller_state,seller_zip_code_prefix,payment_type,payment_sequential,payment_installments,price,freight_value,payment_value,shipping_limit_date,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day_of_purchase,month_of_purchase,year_of_purchase,month/year_of_purchase,order_status,order_unique_id
44,1a45c130db33df3cb0e3cd16f0a8ae9d,1,7e69a78d736e406a05871ede7ec377d5,71be782fe7de27253a0a3b8323ab67b8,81720,curitiba,PR,c03d44fcdfabbabd5185c8eb60f77aea,cool_stuff,55,781,2,500,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,boleto,1,1,48.9,12.88,130.01,"2017-08-10 02:25:21","2017-08-02 19:58:33","2017-08-04 02:25:21","2017-08-08 15:22:36","2017-08-11 18:47:56","2017-08-28 00:00:00",Wednesday,August,2017,August-2017,delivered,1a45c130db33df3cb0e3cd16f0a8ae9d-1
45,1a45c130db33df3cb0e3cd16f0a8ae9d,2,7e69a78d736e406a05871ede7ec377d5,71be782fe7de27253a0a3b8323ab67b8,81720,curitiba,PR,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,boleto,1,1,48.9,19.33,130.01,"2017-08-10 02:25:21","2017-08-02 19:58:33","2017-08-04 02:25:21","2017-08-08 15:22:36","2017-08-11 18:47:56","2017-08-28 00:00:00",Wednesday,August,2017,August-2017,delivered,1a45c130db33df3cb0e3cd16f0a8ae9d-2
46,30a0d918b3ba882cd4f3557a0ac1182c,1,c0b858152a08ed0619c1f5adfbbd0c94,f987537e06b2e0fc86d565c2ec019d5c,76270,jussara,GO,c03d44fcdfabbabd5185c8eb60f77aea,cool_stuff,55,781,2,500,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,48.9,17.92,66.82,"2017-09-13 18:25:07","2017-09-06 18:08:22","2017-09-06 18:25:07","2017-09-13 17:13:04","2017-09-19 20:32:34","2017-10-03 00:00:00",Wednesday,September,2017,September-2017,delivered,30a0d918b3ba882cd4f3557a0ac1182c-1
47,34a9dd848ef0ebd4ae4b60d31720497d,1,b1221b66ecee309fdcdb457f5d642260,306d350d6b818448dc385f07143dcaf2,7270,guarulhos,SP,c03d44fcdfabbabd5185c8eb60f77aea,cool_stuff,55,781,2,500,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,5,48.9,16.11,65.01,"2017-10-19 13:13:47","2017-10-14 11:51:19","2017-10-14 12:13:47","2017-10-19 18:33:41","2017-11-14 19:19:43","2017-11-03 00:00:00",Saturday,October,2017,October-2017,delivered,34a9dd848ef0ebd4ae4b60d31720497d-1
48,9079f0a7009de87ec70254bdf060369f,1,1c476e17222ee78216feb6a315ef6be1,f53a55b30decb143136fe8ca8db0469e,14580,guara,SP,c03d44fcdfabbabd5185c8eb60f77aea,cool_stuff,55,781,2,500,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,44.9,16.11,61.01,"2017-07-19 15:04:12","2017-07-13 14:51:58","2017-07-13 15:04:12","2017-07-17 19:09:47","2017-07-27 19:38:37","2017-08-04 00:00:00",Thursday,July,2017,July-2017,delivered,9079f0a7009de87ec70254bdf060369f-1
49,a62de6fa1ce225032f7220425c941b50,2,d653adc18616e3bf4070236ee0041627,90635f71a521f2261d8ce0462fa6b72d,13160,"artur nogueira",SP,c03d44fcdfabbabd5185c8eb60f77aea,cool_stuff,55,781,2,500,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,2,44.9,12.89,123.02,"2017-05-30 12:03:48","2017-05-24 11:39:16","2017-05-24 12:03:48","2017-05-25 10:43:21","2017-06-01 13:03:47","2017-06-16 00:00:00",Wednesday,May,2017,May-2017,delivered,a62de6fa1ce225032f7220425c941b50-2
50,a62de6fa1ce225032f7220425c941b50,1,d653adc18616e3bf4070236ee0041627,90635f71a521f2261d8ce0462fa6b72d,13160,"artur nogueira",SP,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,2,45.9,19.33,123.02,"2017-05-30 12:03:48","2017-05-24 11:39:16","2017-05-24 12:03:48","2017-05-25 10:43:21","2017-06-01 13:03:47","2017-06-16 00:00:00",Wednesday,May,2017,May-2017,delivered,a62de6fa1ce225032f7220425c941b50-1
51,c097ba1708f952d3c081e4dc6b27148a,1,42fda2d2d454649d39e6ec5c00b4f1f4,4e58455924b97da4c44477abb0b030a5,9791,"sao bernardo do campo",SP,c03d44fcdfabbabd5185c8eb60f77aea,cool_stuff,55,781,2,500,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,44.9,16.11,61.01,"2017-05-23 22:05:18","2017-05-17 21:51:30","2017-05-17 22:05:18","2017-05-22 15:21:52","2017-05-28 04:28:52","2017-06-08 00:00:00",Wednesday,May,2017,May-2017,delivered,c097ba1708f952d3c081e4dc6b27148a-1
52,13d45a0fb42d1b8691a1824859519e4e,1,63ac9058c1f1f1ec7f174e8d80d36ae9,6e333942859ee2b644a75f42da7b1c5a,38610,unai,MG,c9ea06f7fd4bd778e96031f46f60dfb9,brinquedos,56,670,1,840,33,13,26,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,boleto,1,1,99.9,17.95,117.85,"2017-10-02 04:07:17","2017-09-22 11:08:46","2017-09-26 04:07:17","2017-09-29 17:43:43","2017-10-17 20:12:55","2017-10-19 00:00:00",Friday,September,2017,September-2017,delivered,13d45a0fb42d1b8691a1824859519e4e-1
53,1dcf0c8cd36ffaf57784fbdc90079310,1,34955e04695a861e22cfc5600244118d,1b70f1238c390e4e7f01455440b09233,59390,"lagoa nova",RN,c9ea06f7fd4bd778e96031f46f60dfb9,brinquedos,56,670,1,840,33,13,26,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,99.9,57.25,157.15,"2018-04-25 21:31:03","2018-04-19 21:16:39","2018-04-19 21:31:03","2018-04-24 17:17:41","2018-05-09 18:39:56","2018-05-22 00:00:00",Thursday,April,2018,April-2018,delivered,1dcf0c8cd36ffaf57784fbdc90079310-1
54,4a580bca631a940ffc9e25c96da01773,1,dbd8419d89e2d12f79322167e68e6225,0046311f458d8041b00063cb99482903,8270,"sao paulo",SP,c9ea06f7fd4bd778e96031f46f60dfb9,brinquedos,56,670,1,840,33,13,26,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,4,95.9,16.43,112.33,"2017-08-07 20:10:17","2017-08-01 19:24:31","2017-08-01 20:10:17","2017-08-02 19:07:36","2017-11-09 18:08:54","2017-08-23 00:00:00",Tuesday,August,2017,August-2017,delivered,4a580bca631a940ffc9e25c96da01773-1
55,4c365e193d687efcaf025374ce057497,1,9d7be57ddc14f4872c4482d2eb258940,099ad6bd21d4bbb978fc59825a35faee,27275,"volta redonda",RJ,c9ea06f7fd4bd778e96031f46f60dfb9,brinquedos,56,670,1,840,33,13,26,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,10,99.9,12.03,111.93,"2018-05-15 09:10:54","2018-05-09 08:47:44","2018-05-09 09:10:54","2018-05-09 12:29:00","2018-05-10 20:48:41","2018-05-21 00:00:00",Wednesday,May,2018,May-2018,delivered,4c365e193d687efcaf025374ce057497-1
56,7b9d78f5bc4b271094f1e7c107c3142d,1,270363614b2b12a6b9c4acc42ec5f3c4,e889d48214f734c3caf3f0010fe5c91d,30421,"belo horizonte",MG,c9ea06f7fd4bd778e96031f46f60dfb9,brinquedos,56,670,1,840,33,13,26,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,6,99.9,17.95,117.85,"2017-09-29 09:05:35","2017-09-25 08:50:48","2017-09-25 09:05:35","2017-09-27 19:27:30","2017-10-03 18:06:21","2017-10-19 00:00:00",Monday,September,2017,September-2017,delivered,7b9d78f5bc4b271094f1e7c107c3142d-1
57,ca4ab73a0c2d4de618eb92c404e1f092,1,5f00dc1a9cc2562dacacea4e8cea2811,025d137104467c3e5c07018d9d0bb6fa,24412,"sao goncalo",RJ,c9ea06f7fd4bd778e96031f46f60dfb9,brinquedos,56,670,1,840,33,13,26,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,2,98.9,12.65,111.55,"2017-10-09 14:49:14","2017-10-03 14:27:59","2017-10-03 14:49:14","2017-10-09 17:56:46","2017-10-13 19:19:47","2017-10-20 00:00:00",Tuesday,October,2017,October-2017,delivered,ca4ab73a0c2d4de618eb92c404e1f092-1
58,168c0ece9e82b97455bf1a81502af9de,1,0f342c136ff07f922e5ee9e337096255,dc16e2d988a21149fb0bc53c7ae101dc,4854,"sao paulo",SP,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,2,42.9,16.11,59.01,"2017-10-04 10:28:22","2017-09-28 10:18:49","2017-09-28 10:28:22","2017-10-02 18:53:14","2017-10-13 18:04:45","2017-10-23 00:00:00",Thursday,September,2017,September-2017,delivered,168c0ece9e82b97455bf1a81502af9de-1
59,279b0128499fe319bfc49512b1612eb7,1,e58850376bff96218c65670a1747c41e,ac98d6799e0f48b584c7aff57799b704,6631,jandira,SP,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,2,45.9,16.11,62.01,"2017-10-26 15:49:35","2017-10-21 15:41:41","2017-10-21 15:49:35","2017-10-23 19:09:28","2017-10-26 00:22:18","2017-11-14 00:00:00",Saturday,October,2017,October-2017,delivered,279b0128499fe319bfc49512b1612eb7-1
60,2929e8208718655c26082e7331ef49e4,1,57841269df64fd5c9ba421df2e89a4bb,a4a93dbdbc00ea73647d9f0ff9754b2d,68005,santarem,PA,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,42.9,44.2,87.1,"2017-10-03 12:49:41","2017-09-27 12:32:34","2017-09-27 12:49:41","2017-09-29 17:36:40","2017-11-07 22:31:47","2017-11-03 00:00:00",Wednesday,September,2017,September-2017,delivered,2929e8208718655c26082e7331ef49e4-1
61,5a65cedc025f607cbdb4c5219f648ae3,1,9eb85dfb61032b308cd9dafec6fcb3ee,ccd78f91a99ea36a352433913577d3ad,23580,"rio de janeiro",RJ,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,voucher,3,1,42.9,9.94,12.84,"2017-10-05 11:24:47","2017-09-30 11:11:25","2017-09-30 11:24:47","2017-10-06 16:55:18","2017-10-09 17:46:04","2017-10-18 00:00:00",Saturday,September,2017,September-2017,delivered,5a65cedc025f607cbdb4c5219f648ae3-1
62,5a65cedc025f607cbdb4c5219f648ae3,1,9eb85dfb61032b308cd9dafec6fcb3ee,ccd78f91a99ea36a352433913577d3ad,23580,"rio de janeiro",RJ,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,voucher,2,1,42.9,9.94,20,"2017-10-05 11:24:47","2017-09-30 11:11:25","2017-09-30 11:24:47","2017-10-06 16:55:18","2017-10-09 17:46:04","2017-10-18 00:00:00",Saturday,September,2017,September-2017,delivered,5a65cedc025f607cbdb4c5219f648ae3-1
63,5a65cedc025f607cbdb4c5219f648ae3,1,9eb85dfb61032b308cd9dafec6fcb3ee,ccd78f91a99ea36a352433913577d3ad,23580,"rio de janeiro",RJ,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,voucher,1,1,42.9,9.94,20,"2017-10-05 11:24:47","2017-09-30 11:11:25","2017-09-30 11:24:47","2017-10-06 16:55:18","2017-10-09 17:46:04","2017-10-18 00:00:00",Saturday,September,2017,September-2017,delivered,5a65cedc025f607cbdb4c5219f648ae3-1
64,62e975f28aa68109d68f92298a9327ac,1,00ba767af52461bf567696d2a6d2909f,4dfa53e424b44b9dcb3965683078712d,39400,"montes claros",MG,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,voucher,4,1,45.9,16.11,20.48,"2017-10-31 15:14:19","2017-10-25 14:58:58","2017-10-25 15:14:49","2017-10-27 17:26:55","2017-11-08 20:49:30","2017-11-21 00:00:00",Wednesday,October,2017,October-2017,delivered,62e975f28aa68109d68f92298a9327ac-1
65,62e975f28aa68109d68f92298a9327ac,1,00ba767af52461bf567696d2a6d2909f,4dfa53e424b44b9dcb3965683078712d,39400,"montes claros",MG,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,45.9,16.11,0.55,"2017-10-31 15:14:19","2017-10-25 14:58:58","2017-10-25 15:14:49","2017-10-27 17:26:55","2017-11-08 20:49:30","2017-11-21 00:00:00",Wednesday,October,2017,October-2017,delivered,62e975f28aa68109d68f92298a9327ac-1
66,62e975f28aa68109d68f92298a9327ac,1,00ba767af52461bf567696d2a6d2909f,4dfa53e424b44b9dcb3965683078712d,39400,"montes claros",MG,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,voucher,2,1,45.9,16.11,20.49,"2017-10-31 15:14:19","2017-10-25 14:58:58","2017-10-25 15:14:49","2017-10-27 17:26:55","2017-11-08 20:49:30","2017-11-21 00:00:00",Wednesday,October,2017,October-2017,delivered,62e975f28aa68109d68f92298a9327ac-1
67,62e975f28aa68109d68f92298a9327ac,1,00ba767af52461bf567696d2a6d2909f,4dfa53e424b44b9dcb3965683078712d,39400,"montes claros",MG,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,voucher,3,1,45.9,16.11,20.49,"2017-10-31 15:14:19","2017-10-25 14:58:58","2017-10-25 15:14:49","2017-10-27 17:26:55","2017-11-08 20:49:30","2017-11-21 00:00:00",Wednesday,October,2017,October-2017,delivered,62e975f28aa68109d68f92298a9327ac-1
68,80549ebc0ab692a2a0c6837f2292b7b4,1,b5e7db3a40512499dabd30be0f390d1b,715cf4b2f479c0df830dc2fedff5df65,25070,"duque de caxias",RJ,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,50.9,9.44,60.34,"2018-04-04 21:27:42","2018-03-30 21:23:39","2018-03-31 21:27:42","2018-04-03 17:32:32","2018-04-05 21:44:42","2018-04-13 00:00:00",Friday,March,2018,March-2018,delivered,80549ebc0ab692a2a0c6837f2292b7b4-1
69,867711b4834ce56a43da811777ea6ec4,1,810097a2f77b7dd3b52032ed9d7d3ca3,fc7b10310fe6110e2a4a967fe04c39a7,36576,"porto firme",MG,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,48.9,16.11,65.01,"2017-11-08 13:26:21","2017-11-01 12:31:39","2017-11-01 13:31:19","2017-11-03 20:43:33","2017-11-10 20:06:46","2017-11-27 00:00:00",Wednesday,November,2017,November-2017,delivered,867711b4834ce56a43da811777ea6ec4-1
70,8dae11cb6c1305e2756cef677ac2f4dc,1,8e5d467a031a1ff1a25f61d18a3315ed,08ce898ac4fbdbfd9cdac1e18689dfc0,18701,avare,SP,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,39.9,16.11,56.01,"2017-07-25 12:43:46","2017-07-19 12:26:42","2017-07-19 12:43:46","2017-07-21 17:15:58","2017-08-01 20:12:09","2017-08-10 00:00:00",Wednesday,July,2017,July-2017,delivered,8dae11cb6c1305e2756cef677ac2f4dc-1
71,9fe1f3d48d5a0ba5eb84e53689b8a766,1,1dc4c9fec0b8dff52815bc148005e1e2,d6848141074791f20e1143d104a780d4,70331,brasilia,DF,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,6,49.9,19.32,69.22,"2018-03-15 20:20:22","2018-03-10 19:39:25","2018-03-10 20:20:22","2018-03-12 19:21:54","2018-04-11 19:57:39","2018-04-04 00:00:00",Saturday,March,2018,March-2018,delivered,9fe1f3d48d5a0ba5eb84e53689b8a766-1
72,b41615b1708e1ff9df91b0cd0f6fdffa,1,2fe77f33727918b1d8fa3e990d4967ac,a8d95ffc88bf3c18e35a8b2de2f04bda,37133,alfenas,MG,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,5,42.9,16.11,59.01,"2017-10-04 17:49:35","2017-09-28 17:34:28","2017-09-28 17:49:35","2017-10-02 18:55:57","2017-10-10 20:02:46","2017-10-24 00:00:00",Thursday,September,2017,September-2017,delivered,b41615b1708e1ff9df91b0cd0f6fdffa-1
73,b4351b639f2b08615cf0af316b7fd590,1,5883ec31904f13a6b87af78ca0f65e05,26ba94dfa1455f35df98f0272823d02c,4348,"sao paulo",SP,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,boleto,1,1,48.9,16.11,65.01,"2017-11-09 06:55:32","2017-11-02 19:39:24","2017-11-04 06:55:32","2017-11-07 18:58:33","2017-11-13 16:58:54","2017-11-24 00:00:00",Thursday,November,2017,November-2017,delivered,b4351b639f2b08615cf0af316b7fd590-1
74,b747117c2b61e77e4ca28fc2ab62860b,1,8c1f0db2e1e91b28425f0d7e46454e94,98fac811fba7ee31c89a875658932862,19274,primavera,SP,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,4,49.4,16.11,65.51,"2018-03-08 18:29:09","2018-03-03 17:24:22","2018-03-03 18:29:09","2018-03-06 18:52:02","2018-04-20 11:32:51","2018-03-26 00:00:00",Saturday,March,2018,March-2018,delivered,b747117c2b61e77e4ca28fc2ab62860b-1
75,bcdb2acf83fbdd65aa15e879cd8afaa5,1,39fca5d473f90b6a8b4cd39f5834202a,f2ab7bd70a9a23df0dac0be98f038374,14071,"ribeirao preto",SP,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,2,45.9,16.11,62.01,"2017-10-13 15:35:17","2017-10-07 15:27:15","2017-10-07 15:35:17","2017-10-13 16:13:52","2017-10-23 17:52:40","2017-11-03 00:00:00",Saturday,October,2017,October-2017,delivered,bcdb2acf83fbdd65aa15e879cd8afaa5-1
76,c2ca2bb17ed706c909f7011c18b1ba98,1,596333805ac932042fad7eeb3f2b9362,1f33de2860252339c526feb6de7f1b91,36500,uba,MG,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,boleto,1,1,45.9,13.23,59.13,"2017-10-09 03:56:32","2017-10-01 19:37:59","2017-10-03 03:56:32","2017-10-10 18:44:48","2017-10-30 17:52:19","2017-10-27 00:00:00",Sunday,October,2017,October-2017,delivered,c2ca2bb17ed706c909f7011c18b1ba98-1
77,e9be4915bddc1b3959b291b443ed9fe3,1,1323eac79bee9f610f5f5ffb578c11f6,03b27a1d3cc8dc5a00cc993e05c71d07,25935,mage,RJ,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,45.9,9.94,55.84,"2017-10-05 11:35:10","2017-10-01 11:23:44","2017-10-01 11:35:10","2017-10-09 21:52:20","2017-10-11 19:15:31","2017-10-20 00:00:00",Sunday,October,2017,October-2017,delivered,e9be4915bddc1b3959b291b443ed9fe3-1
78,ec0fa04fd1dffd9f00f92312214d7eac,1,647b6836dfd886cce7c2ac2601daeb0f,c9944a10e67b3aba2e50e03f29337fcc,16200,birigui,SP,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,boleto,1,1,42.9,16.11,59.01,"2017-09-28 02:30:39","2017-09-22 13:10:51","2017-09-23 02:30:39","2017-09-27 18:30:19","2017-10-03 19:04:18","2017-10-18 00:00:00",Friday,September,2017,September-2017,delivered,ec0fa04fd1dffd9f00f92312214d7eac-1
79,f0134bd71e6bbd312d86f1f073d60b72,1,76aec02fc0fe8e71e8903834b520cf2e,56929b4cf5b306902176697e4b487528,28942,"sao pedro da aldeia",RJ,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,49.9,13.56,63.46,"2018-08-21 09:24:12","2018-08-16 09:11:19","2018-08-16 09:24:12","2018-08-20 13:56:00","2018-08-23 16:38:51","2018-09-03 00:00:00",Thursday,August,2018,August-2018,delivered,f0134bd71e6bbd312d86f1f073d60b72-1
80,f28b59f3a9d27b5a7ea86d0ede1b99d0,1,87037d2b655157357338785bb1d20e07,d755847d9fc52accecf07132250da409,28400,"sao fidelis",RJ,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,51,471,4,550,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,42.9,13.23,56.13,"2017-10-03 12:49:47","2017-09-27 12:37:49","2017-09-27 12:49:47","2017-09-29 17:41:40","2017-10-02 20:24:56","2017-10-19 00:00:00",Wednesday,September,2017,September-2017,delivered,f28b59f3a9d27b5a7ea86d0ede1b99d0-1
81,1a6c3832fcc2947c38b41bd24fe0201e,1,91bb67066c8638f483d7e2e5e277389f,ebf5d0fbcb0d1b30d6a8bd27052fcc62,62540,amontada,CE,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,45.9,35.67,81.57,"2017-07-06 15:50:15","2017-06-30 15:31:51","2017-06-30 15:50:15","2017-07-05 12:00:33","2017-07-18 17:53:33","2017-08-03 00:00:00",Friday,June,2017,June-2017,delivered,1a6c3832fcc2947c38b41bd24fe0201e-1
82,3102ea2ab7ac2a1a88a1286fe68d8ed8,1,5edca9a028788c636ba7e0cd425ddbab,e7e6c73d63190cbf9d70af9c488e227f,27175,pirai,RJ,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,48.9,14.88,124.26,"2017-08-24 21:45:07","2017-08-20 21:29:43","2017-08-20 21:45:07","2017-08-22 18:24:24","2017-08-23 22:41:29","2017-09-11 00:00:00",Sunday,August,2017,August-2017,delivered,3102ea2ab7ac2a1a88a1286fe68d8ed8-1
83,3102ea2ab7ac2a1a88a1286fe68d8ed8,2,5edca9a028788c636ba7e0cd425ddbab,e7e6c73d63190cbf9d70af9c488e227f,27175,pirai,RJ,d65b6607952f9e0d705b1cbdc92ac027,cool_stuff,57,768,4,500,27,10,15,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,48.9,11.58,124.26,"2017-08-24 21:45:07","2017-08-20 21:29:43","2017-08-20 21:45:07","2017-08-22 18:24:24","2017-08-23 22:41:29","2017-09-11 00:00:00",Sunday,August,2017,August-2017,delivered,3102ea2ab7ac2a1a88a1286fe68d8ed8-2
84,387e3755441d1da1712321040008a4e3,1,d32f4503c93eb3f2a32f4ab89128f249,a22413e6c987b152ebdf3c6f19652268,59528,bodo,RN,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,2,48.9,35.67,84.57,"2017-08-04 15:55:10","2017-07-31 15:43:06","2017-07-31 15:55:10","2017-08-02 19:07:37","2017-08-21 21:23:33","2017-09-01 00:00:00",Monday,July,2017,July-2017,delivered,387e3755441d1da1712321040008a4e3-1
85,3bdb4a8f9e391c81696a80c1bf7c67ff,1,ae1df93af04a6e463230fc1966638537,ab78e3dc0a9ba374d7cd4aaf92254371,7787,cajamar,SP,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,1,45.9,15.56,61.46,"2017-04-11 14:10:13","2017-04-05 13:04:39","2017-04-05 14:10:13","2017-04-06 16:37:36","2017-04-10 14:35:03","2017-04-28 00:00:00",Wednesday,April,2017,April-2017,delivered,3bdb4a8f9e391c81696a80c1bf7c67ff-1
86,55f2d8cb4b644ca9cc2da77732fd1117,1,c45d972653c58a5c8e83032f8749401d,1c6090d4cf4eec0fcc94535be0f6761f,22795,"rio de janeiro",RJ,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,4,49.4,9.94,59.34,"2017-10-19 14:14:18","2017-10-15 13:56:49","2017-10-15 14:14:18","2017-10-19 17:45:06","2017-10-20 17:51:53","2017-10-26 00:00:00",Sunday,October,2017,October-2017,delivered,55f2d8cb4b644ca9cc2da77732fd1117-1
87,5c023462e58e2ae6d5d23ee03de1563c,1,0c2f6a31ec4940b249ed3e65304a8a6e,adf4fe4a0c7455d38ce27058d4b85f97,17022,bauru,SP,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,boleto,1,1,45.9,16.11,62.01,"2017-06-01 02:30:22","2017-05-25 08:08:14","2017-05-26 02:30:22","2017-06-02 10:41:08","2017-06-09 18:12:37","2017-06-19 00:00:00",Thursday,May,2017,May-2017,delivered,5c023462e58e2ae6d5d23ee03de1563c-1
88,60671dbc6a3437884fe12844687b2049,1,8e79a7fcab919d35511f0c0fa5de5097,ba197c8e73ea6ad47bc05321325331de,76420,niquelandia,GO,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27,48436dade18ac8b2bce089ec2a041202,"volta redonda",SP,27277,credit_card,1,3,48.9,17.92,133.64,"2017-08-18 13:05:16","2017-08-14 12:22:14","2017-08-14 13:05:16","2017-08-15 19:26:45","2017-08-30 17:07:13","2017-09-14 00:00:00",Monday,August,2017,August-2017,delivered,60671dbc6a3437884fe12844687b2049-1
